FBgn0031081,Neprilysin 3,CG9565,Dmel\Nep3,dNEP3
FBgn0027537,Nucleoporin 93kD-1,CG11092,Dmel\Nup93-1,"Nup93,  BcDNA:LD21129"
FBgn0052626,AMP deaminase,CG32626,Dmel\AMPdeam,
FBgn0030530,Ajuba LIM protein,CG11063,Dmel\jub,"Ajuba, djub"
FBgn0030529,Chloride intracellular channel,CG10997,Dmel\Clic,"l(1)G0472, l(1)G0053, DmCLIC"
FBgn0030525,,CG10996,Dmel\CG10996,
FBgn0030524,,CG10993,Dmel\CG10993,
FBgn0030521,Cathepsin B,CG10992,Dmel\CtsB,"CtsB1, Cathepsin B1"
FBgn0030520,Programmed cell death 4,CG10990,Dmel\Pdcd4,
FBgn0001612,Gamma-tubulin ring protein 91,CG10988,Dmel\Grip91,"Dgrip91, dd4, l(1)dd4, l(1)d.deg.-4, lethal (1) discs degenerate 4"
FBgn0001087,garnet,CG10986,Dmel\g,"AP-3δ, apl5"
FBgn0030514,,CG9941,Dmel\CG9941,
FBgn0030512,NAD synthetase,CG9940,Dmel\Nadsyn,
FBgn0030510,,CG12177,Dmel\CG12177,
FBgn0030506,DNA ligase 4,CG12176,Dmel\DNAlig4,"lig4, ligase4, ligIV, ligase IV, DNA ligase IV"
FBgn0030504,,CG2691,Dmel\CG2691,
FBgn0030502,toothrin,CG12175,Dmel\tth,
FBgn0030500,Ndc80,CG9938,Dmel\Ndc80,"Hec1, dmNdc80"
FBgn0030536,,CG11068,Dmel\CG11068,
FBgn0000173,bendless,CG18319,Dmel\ben,"Ubc13, UbcD3, Bend"
FBgn0044817,Stellate 12D orphon,CG32616,Dmel\Ste12DOR,
FBgn0011952,transfer RNA:Arginine-TCG 2-1,CR32624,Dmel\tRNA:Arg-TCG-2-1,tRNA-Arg
FBgn0011975,transfer RNA:Serine-CGA 1-1,CR32621,Dmel\tRNA:Ser-CGA-1-1,"Ser-tRNA-4, 444-1"
FBgn0011976,transfer RNA:Serine-CGA 1-2,CR32623,Dmel\tRNA:Ser-CGA-1-2,"Ser-tRNA-4, 444-2"
FBgn0011948,transfer RNA:Arginine-TCG 3-1,CR32622,Dmel\tRNA:Arg-TCG-3-1,
FBgn0011949,transfer RNA:Arginine-TCG 3-2,CR32620,Dmel\tRNA:Arg-TCG-3-2,tRNA-Arg
FBgn0011950,transfer RNA:Arginine-TCG 3-3,CR32619,Dmel\tRNA:Arg-TCG-3-3,tRNA-Arg
FBgn0011951,transfer RNA:Arginine-TCG 3-4,CR32617,Dmel\tRNA:Arg-TCG-3-4,
FBgn0011974,transfer RNA:Serine-AGA 1-1,CR32615,Dmel\tRNA:Ser-AGA-1-1,474
FBgn0011981,transfer RNA:Serine-AGA 3-2,CR32618,Dmel\tRNA:Ser-AGA-3-2,774-2
FBgn0030537,,CG12480,Dmel\CG12480,
FBgn0040871,,CG12479,Dmel\CG12479,
FBgn0011983,transfer RNA:Serine-AGA 2-2,CR32609,Dmel\tRNA:Ser-AGA-2-2,777-2
FBgn0011953,transfer RNA:Arginine-TCG 1-1,CR32610,Dmel\tRNA:Arg-TCG-1-1,
FBgn0011977,transfer RNA:Serine-CGA 1-3,CR32608,Dmel\tRNA:Ser-CGA-1-3,
FBgn0011982,transfer RNA:Serine-AGA 2-1,CR32607,Dmel\tRNA:Ser-AGA-2-1,777-1
FBgn0011980,transfer RNA:Serine-AGA 3-1,CR32612,Dmel\tRNA:Ser-AGA-3-1,774-1
FBgn0030539,,CG1368,Dmel\CG1368,
FBgn0030540,,CG11581,Dmel\CG11581,
FBgn0030541,,CG11584,Dmel\CG11584,
FBgn0052603,,CG32603,Dmel\CG32603,
FBgn0030543,,CG11585,Dmel\CG11585,
FBgn0004649,yolkless,CG1372,Dmel\yl,"fs(1)M25, fs(1)L186"
FBgn0052600,defective proboscis extension response 8,CG32600,Dmel\dpr8,CT16867
FBgn0052601,"Nascent-associated complex β-subunit-like, testis 3",CG32601,Dmel\βNACtes3,
FBgn0030566,"Nascent-associated complex β-subunit-like, testis 4",CG18313,Dmel\βNACtes4,
FBgn0030569,,CG9411,Dmel\CG9411,
FBgn0052598,"Nascent-associated complex β-subunit-like, testis 6",CG32598,Dmel\βNACtes6,
FBgn0030563,"Nascent-associated complex β-subunit-like, testis 2",CG18157,Dmel\βNACtes2,
FBgn0030544,,CG13403,Dmel\CG13403,
FBgn0030570,,CG12540,Dmel\CG12540,
FBgn0030571,,CG14414,Dmel\CG14414,
FBgn0030573,nmdyn-D6,CG5310,Dmel\nmdyn-D6,
FBgn0030575,,CG5321,Dmel\CG5321,
FBgn0030577,,CG5334,Dmel\CG5334,
FBgn0030578,,CG5347,Dmel\CG5347,
FBgn0015010,Antigen 5-related,CG9538,Dmel\Ag5r,Agr
FBgn0020508,Antigen 5-related 2,CG9540,Dmel\Ag5r2,Agr2
FBgn0030576,,CG15890,Dmel\CG15890,
FBgn0015774,Netrin-B,CG10521,Dmel\NetB,"Netrin, CT29512"
FBgn0030574,sobremesa,CG9413,Dmel\sbm,
FBgn0030572,mitochondrial ribosomal protein S25,CG14413,Dmel\mRpS25,MRP-S25
FBgn0030582,,CG14411,Dmel\CG14411,
FBgn0030583,,CG14410,Dmel\CG14410,
FBgn0000535,ether a go-go,CG10952,Dmel\eag,
FBgn0052594,ben,CG32594,Dmel\be,E protein
FBgn0030603,,CG5541,Dmel\CG5541,
FBgn0030605,NADH dehydrogenase (ubiquinone) B18 subunit,CG5548,Dmel\ND-B18,dNDUFB7
FBgn0030607,doppelganger von brummer,CG5560,Dmel\dob,
FBgn0053177,,CG33177,Dmel\CG33177,
FBgn0053178,,CG33178,Dmel\CG33178,
FBgn0030612,Dihydrolipoamide branched chain transacylase E2,CG5599,Dmel\Dbct,
FBgn0030611,,CG15027,Dmel\CG15027,
FBgn0030610,Cytochrome c oxidase copper chaperone COX17,CG9065,Dmel\Cox17,
FBgn0030608,Lipid storage droplet-2,CG9057,Dmel\Lsd-2,"LSD2, plin2"
FBgn0030600,highwire,CG32592,Dmel\hiw,
FBgn0030599,,CG9030,Dmel\CG9030,
FBgn0027601,pudgy,CG9009,Dmel\pdgy,BcDNA:GH02901
FBgn0052591,,CG32591,Dmel\CG32591,
FBgn0030598,,CG9503,Dmel\CG9503,
FBgn0030597,Ecdysone oxidase,CG9504,Dmel\Eo,
FBgn0030596,,CG12398,Dmel\CG12398,
FBgn0030595,,CG14406,Dmel\CG14406,
FBgn0030594,fezzik,CG9509,Dmel\fiz,
FBgn0030593,,CG9512,Dmel\CG9512,
FBgn0030592,,CG9514,Dmel\CG9514,
FBgn0030590,,CG9518,Dmel\CG9518,
FBgn0030589,,CG9519,Dmel\CG9519,
FBgn0030588,,CG9521,Dmel\CG9521,
FBgn0030587,,CG9522,Dmel\CG9522,
FBgn0030586,,CG12539,Dmel\CG12539,
FBgn0052590,,CG32590,Dmel\CG32590,
FBgn0030584,,CG14407,Dmel\CG14407,
FBgn0003301,rutabaga,CG9533,Dmel\rut,"AC, adenylyl cyclase"
FBgn0030613,Rab3 GDP-GTP exchange factor,CG5627,Dmel\Rab3-GEF,
FBgn0030620,,CG5662,Dmel\CG5662,
FBgn0030625,,CG5877,Dmel\CG5877,
FBgn0015926,discontinuous actin hexagon,CG6157,Dmel\dah,
FBgn0026428,Histone deacetylase 6,CG6170,Dmel\HDAC6,"dHDAC6, HDAC, dHDAC2, HDAC2"
FBgn0030631,pre-mRNA processing factor 5,CG6227,Dmel\Prp5,
FBgn0030634,,CG9164,Dmel\CG9164,
FBgn0003132,Protein phosphatase 1 at 13C,CG9156,Dmel\Pp1-13C,"PP1α13C, PP1, PP1 13C, PP1c, 13C"
FBgn0030630,,CG12608,Dmel\CG12608,
FBgn0030629,,CG9123,Dmel\CG9123,
FBgn0030628,,CG9114,Dmel\CG9114,
FBgn0030624,,CG9106,Dmel\CG9106,
FBgn0030623,Protein phosphatase Y regulator 1,CG15031,Dmel\PPYR1,
FBgn0030622,,CG9101,Dmel\CG9101,
FBgn0052588,,CG32588,Dmel\CG32588,
FBgn0030617,,CG9095,Dmel\CG9095,
FBgn0030616,Ribosomal protein L37a,CG9091,Dmel\RpL37a,RpL37
FBgn0030615,Cyp4s3,CG9081,Dmel\Cyp4s3,
FBgn0030614,,CG9072,Dmel\CG9072,
FBgn0014455,Adenosylhomocysteinase,CG11654,Dmel\Ahcy,Ahcy13
FBgn0030638,,CG11655,Dmel\CG11655,
FBgn0030640,,CG6294,Dmel\CG6294,
FBgn0030643,,CG15641,Dmel\CG15641,
FBgn0030645,"ALG14, UDP-N-acetylglucosaminyltransferase subunit",CG6308,Dmel\Alg14,
FBgn0030647,,CG6324,Dmel\CG6324,
FBgn0030648,,CG6340,Dmel\CG6340,
FBgn0027287,Golgi microtubule-associated protein,CG33206,Dmel\Gmap,"dGMAP, l(1)G0168"
FBgn0030653,,CG7860,Dmel\CG7860,
FBgn0030658,,CG7872,Dmel\CG7872,
FBgn0030660,,CG8097,Dmel\CG8097,
FBgn0030661,Alkaline phosphatase 11,CG8105,Dmel\Alp11,
FBgn0030663,,CG8117,Dmel\CG8117,
FBgn0030664,,CG8119,Dmel\CG8119,
FBgn0030666,,CG12708,Dmel\CG12708,
FBgn0030668,,CG8128,Dmel\CG8128,
FBgn0030671,,CG8134,Dmel\CG8134,
FBgn0030673,,CG15601,Dmel\CG15601,
FBgn0030672,,CG9281,Dmel\CG9281,
FBgn0030670,Phosphatidylinositol synthase,CG9245,Dmel\Pis,dPIS
FBgn0030669,,CG9240,Dmel\CG9240,
FBgn0030667,,CG15599,Dmel\CG15599,
FBgn0030665,,CG15646,Dmel\CG15646,
FBgn0003463,short gastrulation,CG9224,Dmel\sog,"l(1)G0395, l(1)G0479, l(1)G0160"
FBgn0030659,,CG9215,Dmel\CG9215,
FBgn0030655,,CG9213,Dmel\CG9213,
FBgn0030654,,CG15643,Dmel\CG15643,
FBgn0030642,,CG15642,Dmel\CG15642,
FBgn0004391,shattered,CG9198,Dmel\shtd,Apc1
FBgn0040285,Scamp,CG9195,Dmel\Scamp,
FBgn0030674,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",CG8184,Dmel\HUWE1,
FBgn0030675,,CG8191,Dmel\CG8191,
FBgn0026666,Magnetic receptor,CG8198,Dmel\MagR,l(1)G0136
FBgn0030679,,CG8206,Dmel\CG8206,
FBgn0027329,Chaperonin containing TCP1 subunit 6,CG8231,Dmel\CCT6,"Tcp-1zeta, l(1)G0057, Tcp-1ζ, l(1)G0027, l(1)G0022"
FBgn0030683,Mevalonate diphosphate decarboxylase,CG8239,Dmel\Mvd,
FBgn0030684,,CG8260,Dmel\CG8260,
FBgn0030686,mitochondrial ribosomal protein L3,CG8288,Dmel\mRpL3,
FBgn0030687,RNA polymerase III subunit C160,CG17209,Dmel\Rpc160,dC160
FBgn0053172,,CG33172,Dmel\CG33172,
FBgn0030692,mitochondrial ribosomal protein S30,CG8470,Dmel\mRpS30,
FBgn0026374,Rhophilin,CG8497,Dmel\Rhp,
FBgn0030694,,CG15602,Dmel\CG15602,
FBgn0030696,,CG8509,Dmel\CG8509,
FBgn0003345,scalloped,CG8544,Dmel\sd,"sp, l(1)G0309, l(1)G0262, spatula, l(1)G0483"
FBgn0052582,long non-coding RNA:CR32582,CR32582,Dmel\lncRNA:CR32582,
FBgn0030697,,CG8565,Dmel\CG8565,
FBgn0030699,,CG8578,Dmel\CG8578,
FBgn0030700,,CG15914,Dmel\CG15914,
FBgn0001105,G protein β-subunit 13F,CG10545,Dmel\Gβ13F,"Gβ, G-beta, Gb13F, G protein beta-subunit 13F, Gbb"
FBgn0001092,Glyceraldehyde 3 phosphate dehydrogenase 2,CG8893,Dmel\Gapdh2,"GAPDH, Gapdh-2, Glyceraldehyde-3-phosphate dehydrogenase"
FBgn0030701,,CG16952,Dmel\CG16952,
FBgn0030704,,CG15916,Dmel\CG15916,
FBgn0003392,shibire,CG18102,Dmel\shi,"dynamin, Dyn, shibere"
FBgn0030706,LDL receptor related protein 4,CG8909,Dmel\Lrp4,
FBgn0030707,,CG8916,Dmel\CG8916,
FBgn0030710,,CG8924,Dmel\CG8924,
FBgn0030711,Ribosomal RNA processing 47,CG8928,Dmel\Rrp47,"dRrp47, lincRNA.1007"
FBgn0045073,Stromal interaction molecule,CG9126,Dmel\Stim,"dSTIM, STIM1, D-Stim"
FBgn0053180,Ranbp16,CG33180,Dmel\Ranbp16,
FBgn0010315,Cyclin D,CG9096,Dmel\CycD,"Cdi3, dCycD"
FBgn0030703,membrane steroid binding protein,CG9066,Dmel\MSBP,
FBgn0065035,AlkB,CG33250,Dmel\AlkB,
FBgn0002914,Myb oncogene-like,CG9045,Dmel\Myb,"Dm-Myb, Dm myb, dMyb, c-Myb, D-myb"
FBgn0026076,Ubiquitin like 3,CG9038,Dmel\UBL3,HCG-1
FBgn0014391,stunted,CG9032,Dmel\sun,ATP synthase epsilon chain
FBgn0027093,Arginyl-tRNA synthetase,CG9020,Dmel\ArgRS,"Aats-arg, RRS"
FBgn0000319,Clathrin heavy chain,CG9012,Dmel\Chc,"clathrin, l(1)G0438"
FBgn0030695,Peptidoglycan recognition protein LE,CG8995,Dmel\PGRP-LE,PGRP
FBgn0052581,,CG32581,Dmel\CG32581,
FBgn0030693,,CG8974,Dmel\CG8974,
FBgn0025809,Platelet-activating factor acetylhydrolase alpha,CG8962,Dmel\Paf-AHα,
FBgn0030691,EF-hand domain containing 1.1,CG8959,Dmel\Efhc1.1,
FBgn0030688,,CG8952,Dmel\CG8952,SP52
FBgn0030685,GTPase regulator associated with FAK,CG8948,Dmel\Graf,
FBgn0030680,,CG8944,Dmel\CG8944,
FBgn0030678,,CG11679,Dmel\CG11679,
FBgn0011741,Actin-related protein 6,CG11678,Dmel\Arp6,"Actr13E, Arp4, dArp6"
FBgn0030676,,CG12379,Dmel\CG12379,
FBgn0003920,small nuclear RNA U2 at 14B,CR32913,Dmel\snRNA:U2:14B,"U2, U2 snRNA, dU2,  snRNA:U2 , U2-14B"
FBgn0030731,peroxisomal Multifunctional enzyme type 2,CG3415,Dmel\Mfe2,MFE-2
FBgn0004066,Proteasome α4 subunit,CG3422,Dmel\Prosα4,"Pros28.1, α4, Pros28, Proteasome 28kD subunit 1, α4_dm"
FBgn0000536,easily shocked,CG3525,Dmel\eas,"ala, Ethanolamine kinase"
FBgn0030733,Ubiquinol-cytochrome c reductase 14 kDa subunit,CG3560,Dmel\UQCR-14,
FBgn0030735,,CG3632,Dmel\CG3632,
FBgn0027521,,CG3679,Dmel\CG3679,BcDNA:LD21675
FBgn0030739,Strumpellin and WASH-interacting protein,CG13957,Dmel\SWIP,p116
FBgn0052579,,CG32579,Dmel\CG32579,
FBgn0260450,Calpain C,CG3692,Dmel\CalpC,
FBgn0003416,small wing,CG4200,Dmel\sl,"PLCγ, PLC, PLC-γ, phospholipase Cγ"
FBgn0005411,U2 small nuclear riboprotein auxiliary factor 50,CG9998,Dmel\U2af50,"U2AF, dU2AF50, l(1)9-21, dU2AF50, l(1)14Cc"
FBgn0030743,,CG9921,Dmel\CG9921,
FBgn0030742,,CG9919,Dmel\CG9919,
FBgn0030740,,CG9917,Dmel\CG9917,
FBgn0004432,Cyclophilin 1,CG9916,Dmel\Cyp1,"Cpy1, Cyp-1"
FBgn0030738,,CG9915,Dmel\CG9915,
FBgn0030734,,CG9911,Dmel\CG9911,
FBgn0040207,katanin 80,CG13956,Dmel\kat80,
FBgn0030729,,CG12507,Dmel\CG12507,
FBgn0003933,small nuclear RNA U5 at 14B,CR32914,Dmel\snRNA:U5:14B,"U5, U5 snRNA,  snRNA:U5 ,  U5:14B , dU5"
FBgn0004598,Furin 2,CG18734,Dmel\Fur2,"Dfur2, Dfurin2, furin"
FBgn0030745,,CG4239,Dmel\CG4239,
FBgn0004367,meiotic 41,CG4252,Dmel\mei-41,"mei41, ATR, mus103, mus104, fs(1)M37"
FBgn0030747,,CG4301,Dmel\CG4301,
FBgn0030748,TNF-receptor-associated factor-like,CG4394,Dmel\Traf-like,"Traf3, dTRAF3"
FBgn0030753,rings lost,CG4420,Dmel\rngo,
FBgn0026181,Rho kinase,CG9774,Dmel\Rok,"Drok, ROCK, Rho-associated kinase, DRhk, DRho-kinase"
FBgn0030752,,CG9947,Dmel\CDC50,
FBgn0030749,Annexin B11,CG9968,Dmel\AnxB11,
FBgn0030746,,CG9981,Dmel\CG9981,
FBgn0010416,TH1,CG9984,Dmel\TH1,"NELF-D, NELF"
FBgn0030744,,CG9992,Dmel\CG9992,
FBgn0010412,Ribosomal protein S19a,CG4464,Dmel\RpS19a,"RpS19, Ribosomal protein S19"
FBgn0030766,methuselah-like 1,CG4521,Dmel\mthl1,mist
FBgn0052573,,CG32573,Dmel\CG32573,
FBgn0030776,,CG4653,Dmel\CG4653,SPH179
FBgn0030780,,CG13008,Dmel\CG13008,
FBgn0052572,,CG32572,Dmel\CG32572,
FBgn0052571,TweedleX,CG32571,Dmel\TwdlX,
FBgn0052570,TweedleY,CG32570,Dmel\TwdlY,
FBgn0052569,TweedleZ,CG32569,Dmel\TwdlZ,
FBgn0052574,Tweedleα,CG32574,Dmel\Twdlα,
FBgn0030786,mitochondrial ribosomal protein L22,CG4742,Dmel\mRpL22,L22
FBgn0030788,SIN3-associated polypeptide 30,CG4756,Dmel\Sap30,
FBgn0030790,,CG4768,Dmel\CG4768,
FBgn0030792,,CG4789,Dmel\CG4789,
FBgn0030794,,CG13005,Dmel\CG13005,
FBgn0030795,pickpocket 28,CG4805,Dmel\ppk28,
FBgn0030796,,CG4829,Dmel\CG4829,
FBgn0030799,,CG4872,Dmel\CG4872,
FBgn0030801,Receptor component protein,CG4875,Dmel\Rcp,
FBgn0030803,,CG4880,Dmel\CG4880,
FBgn0030804,,CG13002,Dmel\CG13002,
FBgn0027556,,CG4928,Dmel\CG4928,
FBgn0053252,,CG33252,Dmel\CG33252,
FBgn0030802,Density regulated protein,CG9099,Dmel\DENR,
FBgn0030800,Nitrogen permease regulator-like 2,CG9104,Dmel\Nprl2,
FBgn0030798,,CG13003,Dmel\CG13003,
FBgn0030797,,CG13004,Dmel\CG13004,
FBgn0030793,Rat1 Interacting Protein 1,CG9125,Dmel\Rai1,dRai1
FBgn0030791,,CG9132,Dmel\CG9132,
FBgn0030789,Rrp45,CG9606,Dmel\Rrp45,dRrp45
FBgn0030787,,CG9609,Dmel\CG9609,
FBgn0001250,inflated,CG9623,Dmel\if,"αPS2, αPS2, PS2, αPS2 integrin, PS2α"
FBgn0027528,gone early,CG9634,Dmel\goe,
FBgn0030777,,CG9672,Dmel\CG9672,SPH161
FBgn0030775,,CG9673,Dmel\CG9673,SPH81
FBgn0030774,spheroide,CG9675,Dmel\sphe,SPH114
FBgn0030773,,CG9676,Dmel\CG9676,SP99
FBgn0030770,,CG13010,Dmel\CG13010,
FBgn0030769,,CG13012,Dmel\CG13012,
FBgn0015336,,CG15865,Dmel\CG15865,anon-15Ab
FBgn0030768,Nuclear envelope integral membrane protein,CG9723,Dmel\Nemp,
FBgn0030808,Rho GTPase activating protein at 15B,CG4937,Dmel\RhoGAP15B,
FBgn0030813,,CG4949,Dmel\CG4949,
FBgn0030814,,CG4955,Dmel\CG4955,
FBgn0030816,,CG16700,Dmel\CG16700,
FBgn0030817,,CG4991,Dmel\CG4991,
FBgn0000163,bazooka,CG5055,Dmel\baz,"Par3, Par-3, Bazooka/Par3, D-Par3, l(1)G0484"
FBgn0030824,,CG5070,Dmel\CG5070,
FBgn0052564,,CG32564,Dmel\CG32564,
FBgn0052563,,CG32563,Dmel\CG32563,
FBgn0030828,,CG5162,Dmel\CG5162,
FBgn0030829,,CG12998,Dmel\CG12998,
FBgn0030830,,CG5172,Dmel\CG5172,
FBgn0030832,,CG10597,Dmel\CG10597,
FBgn0003057,,CG10598,Dmel\CG10598,anon-Pen15EF
FBgn0030826,,CG12995,Dmel\CG12995,
FBgn0030823,Tubulin tyrosine ligase-like 1A,CG8918,Dmel\TTLL1A,
FBgn0002590,Ribosomal protein S5a,CG8922,Dmel\RpS5a,"RpS5, M(1)o, M(1)15D"
FBgn0065032,"Actin-related protein 2/3 complex, subunit 3B",CG8936,Dmel\Arpc3B,
FBgn0030815,,CG8945,Dmel\CG8945,
FBgn0030812,wacky,CG8949,Dmel\wcy,BP1032
FBgn0030809,Ubr1 ubiquitin ligase,CG9086,Dmel\Ubr1,
FBgn0030807,,CG13000,Dmel\CG13000,
FBgn0030806,,CG13001,Dmel\CG13001,
FBgn0030805,wurst,CG9089,Dmel\wus,
FBgn0030838,,CG5445,Dmel\CG5445,
FBgn0004854,BarH2,CG5488,Dmel\B-H2,Bar
FBgn0011758,BarH1,CG5529,Dmel\B-H1,Bar
FBgn0030839,,CG5613,Dmel\CG5613,
FBgn0030841,,CG8568,Dmel\CG8568,
FBgn0030840,presidents-cup,CG12993,Dmel\p-cup,
FBgn0040877,,CG12994,Dmel\CG12994,
FBgn0027602,,CG8611,Dmel\CG8611,BcDNA:GH02833
FBgn0024238,Fimbrin,CG8649,Dmel\Fim,
FBgn0030837,,CG8661,Dmel\CG8661,
FBgn0030836,,CG8664,Dmel\CG8664,
FBgn0030834,,CG8675,Dmel\CG8675,
FBgn0030833,,CG8915,Dmel\CG8915,
FBgn0030847,,CG12991,Dmel\CG12991,
FBgn0030846,,CG12992,Dmel\CG12992,
FBgn0026313,X11L,CG5675,Dmel\X11L,"Mint, dX11L, X11Lα, X11-like, X11"
FBgn0030853,NADH dehydrogenase (ubiquinone) 24 kDa subunit,CG5703,Dmel\ND-24,Ndufv2
FBgn0030855,,CG5800,Dmel\CG5800,
FBgn0026192,par-6,CG5884,Dmel\par-6,"DmPar-6, DmPar6, DPar-6, DPar6"
FBgn0024184,unc-4,CG6269,Dmel\unc-4,Dunc-4
FBgn0026058,Ods-site homeobox,CG6352,Dmel\OdsH,
FBgn0030870,,CG6398,Dmel\CG6398,
FBgn0000617,TBP-associated factor 9,CG6474,Dmel\Taf9,"dTAFII40, e(y)1, dTAFII42, TFIID, TAFII40"
FBgn0030872,Ucp4A,CG6492,Dmel\Ucp4A,DmUCP4A
FBgn0052557,Multicopper oxidase 4,CG32557,Dmel\Mco4,
FBgn0052554,,CG32554,Dmel\CG32554,
FBgn0030873,,CG15814,Dmel\CG15814,
FBgn0030871,,CG8142,Dmel\CG8142,
FBgn0030869,Suppressor of Cytokine Signaling at 16D,CG8146,Dmel\Socs16D,SOCS
FBgn0030868,,CG12986,Dmel\CG12986,
FBgn0030864,,CG8173,Dmel\CG8173,
FBgn0030859,,CG12990,Dmel\CG12990,
FBgn0030858,Integrator 2,CG8211,Dmel\IntS2,
FBgn0026375,Rho GTPase activating protein p190,CG32555,Dmel\RhoGAPp190,"p190RhoGAP, p190, p190 RhoGAP, RhoGAP"
FBgn0030854,,CG8289,Dmel\CG8289,
FBgn0030851,,CG8326,Dmel\CG8326,
FBgn0030850,Stasimon,CG8408,Dmel\stas,
FBgn0028343,Ankle2,CG8465,Dmel\Ankle2,"l(1)G0222, l(1)G0316"
FBgn0030876,,CG6762,Dmel\CG6762,
FBgn0030878,,CG6769,Dmel\CG6769,
FBgn0030881,,CG12985,Dmel\CG12985,
FBgn0030880,,CG6788,Dmel\CG6788,
FBgn0030882,Glutathione synthetase 1,CG6835,Dmel\Gss1,"GS, glutathione synthetase, GSS"
FBgn0052496,,CR32496,Dmel\CR32496,
FBgn0030884,,CG6847,Dmel\CG6847,
FBgn0030889,,CG15373,Dmel\CG15373,
FBgn0030891,transcriptional Adaptor 3,CG7098,Dmel\Ada3,"dAda3, dik, diskette"
FBgn0021765,scully,CG7113,Dmel\scu,HL-X
FBgn0030893,Rho GTPase activating protein at 16F,CG7122,Dmel\RhoGAP16F,
FBgn0022724,TBP-associated factor 8,CG7128,Dmel\Taf8,"prodos, pds, TFIID, prod, HL-VIII"
FBgn0030895,,CG7135,Dmel\CG7135,
FBgn0052553,long non-coding RNA:CR32553,CR32553,Dmel\lncRNA:CR32553,
FBgn0030894,Multivesicular body subunit 12,CG7192,Dmel\Mvb12,
FBgn0030890,,CG7536,Dmel\CG7536,
FBgn0030886,,CG12672,Dmel\CG12672,
FBgn0030883,,CG7772,Dmel\CG7772,
FBgn0030877,Actin-related protein 8,CG7846,Dmel\Arp8,
FBgn0083228,Frequenin 2,CG5907,Dmel\Frq2,"Frq, dNCS-1"
FBgn0030900,Holes in muscle,CG15064,Dmel\Him,
FBgn0030911,long non-coding RNA:CR15061,CR15061,Dmel\lncRNA:CR15061,
FBgn0030914,,CG6106,Dmel\CG6106,
FBgn0030915,,CG6179,Dmel\CG6179,
FBgn0022355,Transferrin 1,CG6186,Dmel\Tsf1,"Transferrin, lincRNA.S9601"
FBgn0030918,,CG15056,Dmel\CG15056,
FBgn0030921,,CG6290,Dmel\CG6290,
FBgn0052551,,CG32551,Dmel\CG32551,
FBgn0052548,,CG32548,Dmel\CG32548,
FBgn0052549,,CG32549,Dmel\CG32549,
FBgn0008635,Coat Protein (coatomer) β,CG6223,Dmel\βCOP,β-COP
FBgn0004957,porcupine,CG6205,Dmel\por,"porc, 15175"
FBgn0030913,,CG6123,Dmel\CG6123,
FBgn0030912,,CG6023,Dmel\CG6023,
FBgn0004956,unpaired 1,CG5993,Dmel\upd1,"upd, unpaired, os, sisC, outstretched"
FBgn0030905,,CG15059,Dmel\CG15059,
FBgn0030904,unpaired 2,CG5988,Dmel\upd2,"Upd, upd-2"
FBgn0030899,HES-related,CG5927,Dmel\Hesr,Her
FBgn0030931,X-ray repair cross complementing 2,CG6318,Dmel\Xrcc2,Rad51D
FBgn0027087,Histidyl-tRNA synthetase,CG6335,Dmel\HisRS,"Aats-his, HRS, l(1)G0165, l(1)G0358"
FBgn0030938,,CG15047,Dmel\CG15047,
FBgn0052546,transfer RNA:Proline-CGG 2-1,CR32546,Dmel\tRNA:Pro-CGG-2-1,
FBgn0030943,Nucleoporin 35kDa,CG6540,Dmel\Nup35,
FBgn0001079,fused,CG6551,Dmel\fu,
FBgn0004959,phantom,CG6578,Dmel\phm,"Cyp306a1, exo, Cyp306a1-Dm"
FBgn0030949,Cyp308a1,CG6585,Dmel\Cyp308a1,
FBgn0030952,,CG12609,Dmel\CG12609,
FBgn0030951,,CG6873,Dmel\CG6873,
FBgn0010383,Cytochrome P450-18a1,CG6816,Dmel\Cyp18a1,"Eig17-1, P450, cyp18"
FBgn0030947,,CG6696,Dmel\CG6696,
FBgn0030946,,CG6659,Dmel\CG6659,
FBgn0030945,"Inhibitor of growth family, member 3",CG6632,Dmel\Ing3,dIng3
FBgn0030944,Houki,CG6617,Dmel\Hou,
FBgn0027335,Rab11 interacting protein,CG6606,Dmel\Rip11,"dRip11, l(1)G0003, l(1)G0070, l(1)G0092, l(1)G0205"
FBgn0030941,wengen,CG6531,Dmel\wgn,TNFR
FBgn0030940,,CG15040,Dmel\CG15040,
FBgn0030937,,CG15042,Dmel\CG15042,
FBgn0030936,,CG6481,Dmel\CG6481,
FBgn0030933,,CG6470,Dmel\CG6470,
FBgn0030932,γ-glutamyl transpeptidase,CG6461,Dmel\Ggt-1,
FBgn0010194,Wnt oncogene analog 5,CG6407,Dmel\Wnt5,"DWnt5, DWnt-3, Dwnt-5, DWnt3, Wnt3"
FBgn0030930,Polypeptide N-Acetylgalactosaminyltransferase 7,CG6394,Dmel\Pgant7,GalNAc-T2
FBgn0030929,,CG15043,Dmel\CG15043,
FBgn0030928,,CG15044,Dmel\CG15044,
FBgn0030927,,CG15046,Dmel\CG15046,
FBgn0030926,persephone,CG6367,Dmel\psh,
FBgn0030925,Hayan,CG6361,Dmel\Hayan,
FBgn0030955,,CG6891,Dmel\CG6891,
FBgn0030958,,CR6900,Dmel\CR6900,
