Symbol,Alias
CG9391,"142335_at, DmelCG9391, IMP"
Mip,"ASB, AST-B, AstB, AstB-1, CG6456, DAP-B, DmMIP1, DmMIP2, DmMIP3, DmMIP4, DmMIP5, DmelCG6456, Drm-MIP, Drm-MIP-1, Drm-MIP-2, Drm-MIP-3, Drm-MIP-4, Drm-MIP-5, MIP-1, MIP-2, MIP-3, MIP-4, MIP-5"
Prosbeta4R1,"BcDNA:AT30033, CG17301, DmelCG17301, beta4R1"
CG7358,DmelCG7358
CG5204,"DmelCG5204, anon-WO0118547.212"
MrgBP,"CG13746, DmelCG13746, dMrgB, dMrgBP"
yellow-f,"CG18550, DmelCG18550, yell-f"
CG15279,"BG:DS03431.1, DS03431.1, DmNAT6, DmelCG15279, anon-WO0149848.9"
CG14717,"DmelCG14717, anon-SAGE:Wang-126"
CG3570,DmelCG3570
Lint-1,"CG1908, DmelCG1908, dLint-1"
Myo61F,"CG9155, Dm IB, DmIB, DmelCG9155, DroMIB, IB, MIB, MYOIB, Myo-IB, Myo1B, MyoIC"
Atg9,"CG3615, DmelCG3615"
CG6330,DmelCG6330
GNBP2,"CG4144, DGNBP-2, DmelCG4144, GNBP"
CG8180,DmelCG8180
CG11095,DmelCG11095
Ostgamma,"CG7830, DmelCG7830"
Spn47C,"CG7722, DmelCG7722"
Nnf1b,"CG31658, DmelCG31658, dmNnf1R-1"
Fmo-2,"CG3174, DmFMO-2, DmelCG3174, fmo2"
CG31954,"CG3229, DmelCG31954, SP107"
RhoGAP5A,"CG3208, DmelCG3208"
Elp3,"CG15433, D-elp3, Dmel/ELP3, DmelCG15433, DmelELP3, HAT, dmHAG408, elp-3"
CG11703,"DmelCG11703, JYbeta2, anon-WO0140519.49"
CG8478,DmelCG8478
CG6984,DmelCG6984
Mst85C,"CG11993, DmelCG11993"
CG10863,"BcDNA:GH10614, DmelCG10863, dm1/AKR2E3"
CG9799,DmelCG9799
CG14823,DmelCG14823
CG13325,DmelCG13325
MED24,"CG7999, DmelCG7999, Trap100, dTRAP100, l(3)psg5"
CG31344,"CG6572, DmelCG31344, anon-WO0118547.636"
lin-28,"BcDNA:RE05342, CG17334, DmelCG17334, EP(3)0915"
CG10803,DmelCG10803
shd,"314a1, CG13478, CYP314A1, DmelCG13478"
CG15522,DmelCG15522
CG5646,DmelCG5646
CG31522,"BcDNA:GH22993, BcDNA:LD10305, CG9798, DmelCG31522, anon-WO0118547.381"
CG3476,DmelCG3476
Obp56h,"56h, CG13874, DmelObp56h, DmelCG13874"
CG13123,DmelCG13123
CG31229,DmelCG31229
Obp44a,"44a, CG2297, DmelObp44a, DmelCG2297, anon-EST:ParkEST107, bs11e05.y1"
Gyk,"CG18374, DmelCG18374, dGyk"
CG10347,"DmelCG10347, HSP20, Q9VYT5"
Vps26,"131F2S, CG14804, DmelCG14804, Dvps26, EG:63B12.8, ESTS:131F2S, anon-sts13"
CG11839,"CT36969, DmelCG11839, Znf830"
Gmd,"Brazil nut, CG8890, Dm-gmd, DmGMD, DmelCG8890, l(2)SH1606, l(2)SH2 1606"
CG17118,DmelCG17118
iotaTry,"143775_at, CG7754, DmelCG7754, SP129"
CG9822,"Agr-like, DmelCG9822"
CG10625,"DmelCG10625, anon-WO0118547.236"
Dgp-1,"CG5729, DmelCG5729"
CG14826,DmelCG14826
Rab39,"24640395, AAF46271, CG12156, DmRab39, DmelCG12156"
hyd,"CG9484, DmelCG9484, UBE 3A, c43, l(3)85Ea, l(3)C43, l(3)C43-3, l(3)SG33, l[[3]]c43"
CG2574,"DmelCG2574, bs21b01.y1"
CG13618,DmelCG13618
icln,"CG4924, DmelCG4924, pICln"
CG30185,"CG5365, DmelCG30185, anon-EST:Posey25"
bs,"CG3411, D-SRF, DSRF, DSrf/bs, DmSRF, DmelCG3411, Group IIc, Mal, SRF, Serf, ba, bs/DSRF, l(2)03267, pruned/DSRF, px"
alpha-Est1,"A, CG1031, DmalphaE1, DmelCG1031, Est1, Q9VIC3_DROME, aE1, alpha est1, alphaE1"
CG16771,DmelCG16771
CG18428,DmelCG18428
Cpr11B,"CG2555, DmelCpr11B, DmelCG2555"
CG33051,"CG3882, DmelCG33051"
Jon65Aii,"CG6580, DmelCG6580, Jon65A, SP153"
sad,"315a1, CG14728, CYP315A1, DmelCG14728"
holn1,"CG5198, DmelCG5198"
CG1492,DmelCG1492
Cpr67B,"CG3672, DmelCG3672"
CG5131,DmelCG5131
Obp56f,"56f, CG30450, DmelObp56f, DmelCG30450, Obp-d, anon-AE003794.1"
CG1236,DmelCG1236
Sox21a,"CG7345, DmelCG7345, SOXB2.3, Sox B2-3, Sox21"
Rh5,"CG5279, DMELRH5, Dm Rh5, DmelCG5279, Rh"
CG9186,DmelCG9186
CG30090,"BcDNA:GH21666, CG8215, DmelCG30090, SP41"
fliI,"15, BcDNA:LD21753, CG1484, CT3691, DCA3-19, DmelCG1484, EN3, FLI-I, W2, fli, fli I, fltI, fltO, l(1)18-80, l(1)19Fd, l(1)ESHS53, l(1)W-2, lDCB2-19, sdby, w-2"
CG31882,"DmelCG31882, NEST:bs35a07, bs35a07.y1"
HPS1,"CG12855, DmelCG12855, HPS, NP_610997, dHPS1"
PIP4K,"CG17471, DmelCG17471, PIP5K 102E, dPIP4K"
CG8209,"DmelCG8209, anon-WO0172774.138"
CG3313,DmelCG3313
CG5210,"Chit, Chit13, Cht13, DS47, DmDS47, DmelCG5210"
CG14431,DmelCG14431
AP-1mu,"AP-1mu1, AP-47, AP1mu1, AP47, APmu1, CG9388, DmelCG9388, Dmu1, apm1, mu1"
Esp,"CG7005, DmelCG7005"
CG13601,DmelCG13601
Mms19,"CG12005, DmelCG12005, NEST:bs07f08, dMMS19"
CG12320,DmelCG12320
CG3812,"AGPAT2, DmelCG3812"
CG31142,"BcDNA:RE39515, DmelCG31142"
Ssadh,"CG4685, DmSSADH, DmelCG4685, anon-WO0118547.428"
Rpb8,"CG11246, DmelCG11246"
CG30458,"CG17288, DmelCG30458"
CG11191,DmelCG11191
CHKov1,"BcDNA:GH03753, CG10618, DmelCG10618, ref(3)D"
CG10194,DmelCG10194
CG7593,DmelCG7593
Rnp4F,"4F-rnp, CG3312, DmelCG3312, RNP-4F"
CG14507,DmelCG14507
CG16789,DmelCG16789
CG4666,DmelCG4666
Obp99c,"99c, CG7584, DmelObp99c, DmelCG7584, Obp99b"
CG3077,DmelCG3077
His2B:CG33868,"CG33868, DmelCG33868"
Ndfip,"CG32177, CG8056, DmelCG32177, anon-EST:Liang-2.19, clone 2.19, dNdfip"
CG8602,"DmelCG8602, anon-WO0118547.349, anon-WO0118547.382"
CG30008,"CG12138, DmelCG30008, anon-WO0140519.246"
NTPase,"CG3059, DmelCG3059, NTPDase6, dmNTPase"
ine,"CG15444, CG15444d, DMINE, DmelCG15444, ine/rosA, rosA"
CG7339,DmelCG7339
CG9140,DmelCG9140
pyx,"CG17142, CT33412, DmelCG17142, dTRPA2, trpA2"
Hexo2,"CG1787, DmHex2, DmelCG1787, HEX 2, HEX2"
CG31206,"DmelCG31206, NEST:bs16c12"
CG7423,DmelCG7423
CG14259,DmelCG14259
CG13385,DmelCG13385
CG14883,DmelCG14883
CG8034,DmelCG8034
Neb-cGP,"BcDNA:RE31692, BcDNA:RH45340, CG15304, DmelCG15304, pncr006:X"
CG14342,DmelCG14342
Sra-1,"CG4931, CYFIP, CYFIP1/2, DSra-1, DmelCG4931, PIR121, PIR121/Sra-1, Sra, Sra-1/CYFIP, Sra1, Sra1/PIR121, dSra"
dj-1beta,"CG1349, DJ-1, DJ-1B, DmelCG1349"
CG8043,"DmelCG8043, Iba57"
Bet5,"Bet5p, CG1359, DmelCG1359"
CG2014,DmelCG2014
CG10672,"DHRS4, DmelCG10672"
CG8149,DmelCG8149
MsR1,"CG8985, DMSR-1, Dm CG8985, DmelCG8985, DmsR, anon-WO0170980.106, anon-WO0170980.107"
retinin,"4A11, CG13057, DmelCG13057"
CG10688,DmelCG10688
CG9689,"BcDNA:GH05731, DmelCG9689, lincRNA.S9020"
CG5955,DmelCG5955
Ser12,"CG17240, DmelCG17240, SP92"
mRpL2,"CG7636, DmelCG7636, L2"
Eogt,"CG9867, DmelCG9867"
CG42394,DmelCG42394
RhoL,"9366, CG9366, D-RhoL, DRhoL, DmRHO-L, DmelCG9366, Drac3, G, Mes1, Rac3, RhoG, RhoL/Rac3, anon-EST:CL1c2, rol"
kz,"CG3228, DmelCG3228, EG:30B8.2, N1, N8, l(1)2Eb, l(1)N4, l67"
shf,"CG3134, CG3135, CT10514, D-Wif, DmWIF, DmelCG3135, shf-ov"
CG12177,DmelCG12177
dpr14,"CG10946, CT30653, DmelCG10946, Dpr-14"
ush,"CG2762, DmelCG2762, FOG, ZFPM2, dFOG, l(2)19, u-sh, ushaped"
CG32147,"BcDNA:RE07960, DmelCG32147"
CG3862,DmelCG3862
CG4338,DmelCG4338
CG3714,"AAF51037, DmelCG3714"
CG8952,"DmelCG8952, SP52"
CG12911,DmelCG12911
CG3544,DmelCG3544
vri,"CG14029, DmelCG14029, argo, jf23, l(2)25Db, l(2)jf23, mat(2)ea-G, mat(2)earlyRS32, mel_vri"
CG17514,DmelCG17514
Mocs1,"CG33048, CG7858, DmelCG33048, MOCS1A, MOCS1B, MOCSI, Mocs1A-B, Mosc1A+Mosc1B, lxd"
CG2254,DmelCG2254
CG4406,"DmelCG4406, EG:133E12.3"
mio,"CG15384, CG7074, DmelCG7074, FBtr0077835, SEA4"
HIST3H3,"H3.4, H3/g, H3FT, H3t"
HIST4H4,H4/p
HIST2H3C,"H3, H3.2, H3/M, H3F2, H3FM, H3FN"
Kdm4B,"CG33182, CG4037, DmelCG33182, dJMJD2(2), dKDM4B"
ell,xell
hist1h4a,hist1h4l
Rps6ka5,"3110005L17Rik, 6330404E13Rik, AI854034, MSK1, MSPK1, RLPK"
l(1)air4,air4
Abl,"4674, Abl1, AblK, Ableson, Am ABL, C-abl, CG4032, D-Abl, D-ash, DAbl, DROTKABL3, Dash, Ddash/abl, DmelCG4032, Dsrc7, cAbl, l(3)04674, l(3)73Ba, l(3)c-abl"
bef,
l(1)air16,air16
l(1)air10,air10
jet,"CG8873, DmelCG8873, FBXL15"
PSMD11,"Rpn6, S9, p44.5"
roX2,"CR32665, DmelCR32665, roX"
SH3KBP1,"CD2BP3, CIN85, GIG10, HSB-1, HSB1, MIG18"
bgcn,"CG10330, CG10331, CG30170, DmelCG30170, PNBP, b(2)cgn, b(2)gcn, bcgn, ben(2)gcn, fs(2)eo-C, fs(2)eo6, fs(2)eoQS2, gcn, pep"
fh,"BcDNA:AT09528, CG8971, DFH, DmelCG8971, X25"
Dact1,RGD1564008
Dact2,
Dact3,RGD1563892
Ube2l3,"C79827, UbcM4, Ubce7"
E(spl)malpha-BFM,"CG8337, DmelCG8337, DmelCG8337, E(spl) malpha, E(spl)ma, E(spl)malpha, E(spl)mmalpha, HLHmalpha, malpha"
E(spl)m6-BFM,"CG8354, DmelCG8354, DmelCG8354, E(spl)M6, HLHm6, M6"
BobA,"Bob, Bob-A, CG12487, DmelCG12487"
Ocho,"CG3396, CG5138, DmelCG3396, DmelCG3396"
Ube3a,"AS, CG6190, DmelCG6190, Dube3a, das"
DCC,"CRC18, CRCR1, IGDCC1, MRMV1, NTN1R1"
dcc,"CRC18, CRCR1, XDCCa, dcca-A, xdcc"
Rbp2,"CG4429, DmelCG4429, MRE9, RRM2, anon-EST:fe1B9, eIF4H"
Orc1,"CG10667, DmORC1, DmOrc1p, DmelCG10667, ORC, dORC1, rDmORC"
HSPB1,"CMT2F, HEL-S-102, HMN2B, HS.76067, HSP27, HSP28, Hsp25, SRP27"
KPNB1,"IMB1, IPO1, IPOB, Impnb, NTF97"
IPO11,RanBP11
IMPA1,"IMP, IMPA"
EXTL3,"BOTV, EXTL1L, EXTR1, REGR, RPR"
Dcp-1,"CG5370, DCP1, DmelCG5370, ccp1, l(2)01862, l(2)02132"
Lrrk,"CG5483, CT17358, DmelCG5483, LRRK2, dLRRK"
LRRK2,"AURA17, DARDARIN, PARK8, RIPK7, ROCO2"
EED,"HEED, WAIT1"
DJ-1alpha,"CG6646, DJ-1, DJ-1A, DmelCG6646"
Atg3,"Aut-1, Aut1, CG6877, DmelCG6877, Draut1"
Atg18a,"ATG18, ATG18.1, CG7986, DmelCG7986"
UBE2D1,"E2(17)KB1, SFT, UBC4/5, UBCH5, UBCH5A"
fz4,"CG4626, DFz4, Dm Fz4, DmelCG4626, anon-WO0170980.10, anon-WO0170980.11"
Pkc53E,"CG6622, DPKC, DmelCG6622, Dpkc1, PK-C, PKC, PKC 53B, PKC 53E, PKC-53B, PKC-53E, PKC1, dPKC53E(br)"
Sin1,"CG10105, DmelCG10105, dSin1"
Tceb2,0610040H15Rik
Tceb1,"2610043E24Rik, 2610301I15Rik, AA407206, AI987979, AW049146"
SP1,
STAU1,"PPP1R150, STAU"
Stau1,"5830401L18Rik, AW549911, C85792, Stau"
Ctnnb1,"Bfc, Catnb, Mesc"
MFN1,"hfzo1, hfzo2"
MFN2,"CMT2A, CMT2A2, CPRP1, HSG, MARF"
CDK9,"C-2k, CDC2L4, CTK1, PITALRE, TAK"
pcn1,pcn
MAML1,"Mam-1, Mam1"
NOTCH1,"AOS5, AOVD1, TAN1, hN1"
PRKCA,"AAG6, PKC-alpha, PKCA, PRKACA"
PRKCZ,"PKC-ZETA, PKC2"
klhl10,"CG12423, DmelCG12423, anon-WO0140519.152"
Bruce,"CG6303, DmelCG6303, dBRUCE, mod86"
Stim,"C-Stim, CG9126, D-STIM, DmelCG9126, dSTIM, stim1"
alphaTub85E,"2t, ALPHA 85E, CG9476, DTA3, DmelCG9476, T, Tub, a2t, aTub85E, alpha-Tub, alpha-Tub85E, alpha-tubulin, alpha2, alpha2t, alpha85E, alpha85E-tub, alphaTub, alphaTub2, alphaTub84E"
SoYb,"CG31755, CG5831, DmelCG31755"
Zip99C,"CG7816, DmelCG7816, dZip99C"
blanks,"CG10630, DmelCG10630, lump"
CG16998,"DmelCG16998, SP104"
CG12279,"BcDNA:RH54517, DmelCG12279"
Ir11a,"CG15732, CT35969, DmelIR11a, DmelCG15732, Q9VYN4_DROME"
betaTub97EF,"4t, B4t, BETA 98B, CG4869, DTB1, Dmbeta4, DmelCG4869, T, Tub, beta-Tub, beta-Tub97EF, beta4, beta4t, beta97F, betaTub4, betaTub98BC, betaTub98C"
larp,"0031/08, 0225/29, BcDNA:LD02611, CG14065, CG14066, CG42551, DmelCG42551, Dmel_CG14065, Dmel_CG14066, dlarp, l(3)S003108, l(3)S022529, larp1"
CG30069,"CG13017, CG8381, DmelCG30069"
Cubn,"CG2996, CG32702, CT7882, DmelCG32702, dCubn, tok-like"
RabX4,"AAF56345, CG13638, CG31118, DmRabX4, DmelCG31118"
Rab19,"AAF50452, CG7062, DRABR3, DRabRP3, DmRab19, DmelCG7062, O18339, Rab-RP3, Rab-r3, Rab19/RP3, Rab19s"
CG31381,"BEST:LD10347, DmelCG31381"
ACC,"A1Z784_DROME, CG11198, CG8723, DmACC, DmelCG11198, FBgn0043811, dACC"
Mgstl,"BcDNA:RE10696, BcDNA:RH59553, CG1742, DmelCG1742, Mgst1"
caz,"BcDNA:GM09207, CG3606, DmelCG3606, EWSR1, P19, Pen19, SARFH, TFIID, anon-Pen19, cas"
retn,"2535, BcDNA:LD35748, CG5403, DRI, Dead Ringer/Retain, DmelCG5403, EHMT, EY2-10, l(2)02535, retn/dri"
stwl,"84, CG3836, DmelCG3836, fs(3)02024, snw"
snz,"CG1514, DmelCG1514"
CG10320,"10320, DmelCG10320, anon-EST:Posey47, anon-EST:Posey84"
CG16815,DmelCG16815
CG16813,DmelCG16813
tj,"CG10034, Dmaf, DmelCG10034, PL3, fs(2)eo-B, fs(2)eo2, fs(2)eoPL3, maf-L, maf1"
CG6272,"BcDNA:GH10915, CT19628, DmelCG6272"
Pdp1,"CG17888, DmelCG17888, PDP, PDP1epsilon, Pdp-1, Pdp1 epsilon, Pdp1e, anon-WO0140519.206, mel_pdp1"
EGFR,"ERBB, ERBB1, HER1, NISBD2, PIG61, mENA"
UbcD6,"BcDNA:RE56673, CG2013, Dhr6, DmelCG2013, RAD6, Rad6a, dRAD6"
PML,"MYL, PP8675, RNF71, TRIM19"
Fen1,"CG8648, DmFEN-1, DmelCG8648, EG:EG0003.3"
Ccne1,"CYCLE, Ccne"
vpu,
Cdc16,"APC6, CG6759, Dmcdc16, DmelCG6759"
KNG1,"BDK, BK, KNG"
PRKACA,PKACA
CSNK1A1,"CK1, CK1a, CKIa, HEL-S-77p, HLCDGP1, PRO2975"
pll,"CG5974, DmelCG5974, PELLE/IL-1, p11, pll/IRAK1"
puff,
HIP,"CG32789, DmelCG32789, anon-EST:fe1A9"
flo,
Atg2,"CG1241, DmelCG1241, EP3697"
UBA52,"CEP52, HUBCEP52, L40, RPL40"
APC,"BTPS2, DP2, DP2.5, DP3, GS, PPP1R46"
Prosalpha3T,":Prosalpha3T, CG1736, DmelCG1736, Pros20S-alpha3t, alpha3T"
CNOT1,"CDC39, NOT1, NOT1H"
CNOT8,"CAF1, CALIF, Caf1b, POP2, hCAF1"
CG12050,DmelCG12050
CG7246,DmelCG7246
CG7728,DmelCG7728
l(3)07882,"CG5824, DmelCG5824"
CG7839,"DmelCG7839, anon-EST:fe2H6"
Rtc1,"CG11130, DmelCG11130"
CG7275,DmelCG7275
l(3)72Dn,"CG5018, DmelCG5018, l(3)j5A4"
Sas10,"CG4202, DmelCG4202, dSAS10, l(1)G0106, sas-10"
U3-55K,"CG10220, CG33505, DmelCG33505"
Non3,"CG7993, DmelCG7993"
Bka,"BcDNA:RE14949, CG4539, DmelCG4539, l(2)02695, mip"
sqa,"CG1776, CG30004, CG42347, DmelCG42347, Dmel_CG1776, Dmel_CG30004, FBgn0259678"
pds5,"CG17509, DmelCG17509, anon-WO0118547.183, dPds5, l(2)k13312"
PDS5B,"APRIN, AS3, CG008"
PDS5A,"SCC-112, SCC112"
RAD51,"BRCC5, HRAD51, HsRad51, HsT16930, MRMV2, RAD51A, RECA"
FANCD2,"FA-D2, FA4, FACD, FAD, FAD2, FANCD"
bchs,"Alfy, BcDNA:SD12984, Beach1, CG14001, CG9011, DBEACH1, DmelCG14001, EP2299, bchd"
FZD3,Fz-3
EOGT,"AER61, AOS4, C3orf64, EOGT1"
CG10445,DmelCG10445
dp,"BcDNA:SD02173, CG15637, CG31724, CG31725, CG31726, CG31727, CG31964, CG31965, CG31966, CG31967, CG31968, CG33000, CG33086, CG33196, CR33195, CT35799, DPY, DmelCG33196, Mur24F, Q8IQ18_DROME, SP460, l(2)24Fd, olv[D]"
Nlg1,"CG12148, CG14596, CG31146, DNlg1, DmelCG31146, anon-WO0118547.256"
CG9317,"38E.10, DmelCG9317"
l(2)37Cd,"CG10563, Cd, DmelCG10563"
CadN2,"CG42829, CG7527, CT23007, DN-Cad2, DN-like, DNcad2, DmNCad2, DmelCG42829, Dmel_CG7527, N-Cad2, NCad2"
CG15145,DmelCG15145
CG15144,DmelCG15144
Dhc36C,"CG5526, DHC, DmelCG5526"
CG12288,DmelCG12288
CG42784,"BcDNA:GH04046, BcDNA:HL01958, CG16850, CG16851, CG31846, CG31847, CR31846, Dm_2L:67149, DmelCG42784, Dmel_CG16850, Dmel_CG31846, Dmel_CG31847, Dmel_CR31846"
DnaJ-H,"CG9828, DmelCG9828, NEST:bs08d07, dDnaJ-H, dHdj2"
l(2)gd1,"CG4713, DmelCG4713, SH495, gd, l(2)SH0495, l(2)SH2 0495, l(2)gd, l(2)giant disc, l[[2]]gd, lgd"
CG6700,DmelCG6700
CG4594,DmelCG4594
Etl1,"CG5899, DmelCG5899"
Myo28B1,"28B, CG6976, DmVIIB, DmelCG6976, Myo28B, VIIb 28B, myo 28B1"
sens-2,"CG11243, CG17373, CG31632, D.m Sens-2, DmelCG31632, sens2"
CG9044,"CT25972, DmelCG9044"
Ncoa6,"CG14023, DmelCG14023, dNCOA6"
CG2100,DmelCG2100
Pitslre,"CG4268, DmelCG4268, Gat, Gta, cdk11, group 3"
in,"B, CG16993, DmelCG16993"
rempA,"CG11838, CHE-11, DmelCG11838, IFT140, IFT40, OSEG, OSEG3, remp"
ast,"CG4426, DmelCG4426, S[r], Star/asteroid"
CG14352,DmelCG14352
CG31952,"BcDNA:AT14709, CG15413, DmelCG31952"
Ir25a,"CG15627, CT35778, DmelIR25a, DmelCG15627"
CG1718,DmelCG1718
CG1801,DmelCG1801
mus301,"CG7972, DmelCG7972, SpnC, anon-WO0118547.354, mus(3)301, spn-C"
Ir67b,"CG12303, DmelIR67b, DmelCG12303"
CG42671,"CG18490, CG34240, DmelCG42671, Dmel_CG18490, Dmel_CG34240"
CCDC151,"CG14127, DmelCG14127"
Or69a,"69F.1, 69a, 69b, CG17902, CG32116, CG33264, DOR82, DOR83, DmelCG33264, Or69aA, Or69aB, Or69b"
bbg,"C96, CG42230, CG9587, CG9598, DmelCG42230, Dmel_CG9587, Dmel_CG9598"
CG6498,"DmelCG6498, MAST 205, MAST205"
CG33158,"CG10162, CG4638, DmelCG33158"
CG7692,DmelCG7692
CG6034,DmelCG6034
CG7320,DmelCG7320
CG14230,"DmelCG14230, Nol8, anon-18DEe, clone 9.42"
CG8915,DmelCG8915
RhoGAP15B,"CG4937, DmelCG4937, gap20"
SmG,"BcDNA:RE61341, BcDNA:RH35475, CG9742, DmelCG9742, G, G-Sm, HD10913, dG, snRNPG"
CG11122,DmelCG11122
CG17150,DmelCG17150
YT521-B,"BcDNA:GH01918, CG12076, DmelCG12076, dYT521-B"
Oseg2,"CG13809, DmelCG13809, IFT172, OSEG, OSM-1"
SA-2,"CG1, CG13916, DmelCG13916, SNM, anon-WO0109301.35, pf-1"
Gr59e,"59E.2, 59E2, CG15872, CG33151, DmelCG33151, GR59E.2, Gr59E2"
CG9861,DmelCG9861
cv-2,"BMPER, CG15671, CT35855, Cv 2, Cv2, DmelCG15671"
CG2990,DmelCG2990
CG1387,DmelCG1387
Gbeta5,"CG10763, DmelCG10763, G[[beta5]], G[[beta]], Gbeta, Gbeta 5, Gbetagamma"
Upf2,"CG2253, DmelCG2253, smg-3"
fs(1)M3,"CG4790, DmelCG4790, Fs(1)K646, fs(1)ph, fs(1)phl, fs(1)pole hole, fs(1)polehole"
CG2861,DmelCG2861
CG3626,DmelCG3626
dnc,"CG10791, CG10792, CG10797, CG14267, CG14268, CG32498, DmelCG32498, EG:140G11.4, EG:96G10.7, EG:BACN05I09.3, EG:BACN5I9.2, PDE4, PDEII, fs(1)M42"
PI4KIIIalpha,"CG10260, DmelCG10260, EG:BACR7C10.2, PI4K, PI4KIII[[alpha]], PI4KinaseIIIalpha, ZW-2, l(1)17-59, l(1)3Ah, l(1)VA722, l(1)zw2, stt4, zw2"
CG3457,"DmelCG3457, EG:17E2.1"
l(1)1Bi,"CG6189, DmelCG6189, EG:115C2.2, HM-419, HM-52, l(1)Bi, l(1)lBi"
Asap,"Asap1, CG14758, CG2226, CG30372, DmelCG30372, dAsap"
CG4744,DmelCG4744
CG42321,"CG17034, CG30061, DmelCG42321, Dmel_CG17034, Dmel_CG30061, anon-WO0153538.54"
Su(var)2-HP2,"CG12864, DmelCG12864, HP2"
CG9068,DmelCG9068
Dcr-2,"CG6493, DCR2, DICER, Dcr, Dicer2, DmelCG6493, dic2"
CG6362,"DmelCG6362, EG:52C10.6"
Rgk1,"CG30127, CG44011, CG9811, CT27512, DmelCG44011, Dmel_CG30127, Dmel_CG9811"
Vps13,"BEST:LD02743, CG2093, DmelCG2093"
CG34417,"BcDNA:GH23906, CG3950, CG3960, DmelCG34417, Dmel_CG3950, Dmel_CG3960"
Apoltp,"CG15828, CT39214, DmelCG15828, LTP"
CG3339,DmelCG3339
btv,"CG15148, DHC, DHC36D, DmelCG15148"
Itp-r83A,"CG1063, DIP, DmInsP[[3R]], DmInsP[[3]]R, DmelCG1063, IP, IP3R, IP[[3]] receptor, IP[[3]]R, ITPR1, InsP[[3]], InsP[[3]]R, Insp3R, Itp-r, Itp-r-83A, Itp-r42B, Itp-r[1], anon-WO02059370.49, dIP[[3]]R, itpr, itpr-83, l(3)05616, l(3)itpr, l(3)j5B4"
CG30275,"CG13520, DmelCG30275"
CG7573,DmelCG7573
CG12970,DmelCG12970
CG42817,"BG:DS07473.1, CG12455, DS07473.1A, DmelCG42817, Dmel_CG12455"
CG8908,DmelCG8908
CG30120,DmelCG30120
C3G,"C(3)G, CG14436, CG3126, CG42328, DC3-G, DC3G, DmelCG42328, Dmel_CG14436, Dmel_CG3126"
ec,"CG2904, DmelCG2904, EG:EG0002.3, Q1W9Q0"
ry,"CG7642, DmelCG7642, XDH, XOR, Xdh/ry"
para,"CG9907, DmNa[[V]], DmNa[[v]]1, DmNav1, DmelCG9907, Ocd, bas, bss, l(1)14Da, l(1)ESHS48, lincRNA.S9469, olfD, par, sbl, sbl-1"
Psc,"49Ea, CG3886, D-Bmi, DmelCG3886, Psc1, Su(z)2-C, dPSC, l(2)49Ea, l(2)Psc, l(2)vr14, vr14"
Ptp10D,"10D, CG1817, CT4920, DPTP, DPTP10D, DPTP[[10D]], DmelCG1817, Ptp10, R-PTP 10D"
bnk,"CG1480, DmelCG1480"
trpl,"CG1694, CG18345, DmTRPL, DmelCG18345, TRP-Like, dTRPL, trp-l"
gskt,"BEST:GH16447, BcDNA:AT21229, CG11338, CG31003, CT4237, Dm Gskt, DmelCG31003, GSK3b, NEST:bs22e06, NGSK, mjl"
CG2187,"D3-100EF, DmelCG2187, anon-100EF-D3, dSLC5A6"
Gyc32E,"CG33114, CG6275, Cyg1, DMRGC, DmelCG33114, GC, GYC 32E, Gyc-r"
CG34124,"CG31652, DmelCG34124"
shn,"BEST:SD06302, CG7734, DmelCG7734, EP(2)2359, EP2359, SD06302, l(2)04738, quo"
CG2269,"DmelCG2269, anon-WO0118547.141"
CG8740,"BcDNA:GH05582, DmelCG8740"
tefu,"ATM, CG6535, DmelCG6535, atm/tefu, dATM, tef"
Synj,"CG6562, DmelCG6562, IPP"
armi,"APC16, CG11513, DmelCG11513"
CG4019,"Aqp4019, DmelCG4019"
CG9010,"DmelCG9010, anon-WO0140519.132"
CG7137,DmelCG7137
Spn43Aa,"CG12172, DmelCG12172, SER1, Spn43 Aa, Spn43A, anon-WO0118057.1"
CG31817,"BG:DS02740.18, DS02740.18, DmelCG31817, anon-WO03042407.98, anon-WO03042407.99"
CG33310,"BG:DS00929.6, CG15274, DmelCG33310"
CG33288,DmelCG33288
asparagine-synthetase,"CG33486, DmelCG33486"
Mical,"CG11685, CG11687, CG18484, CG18667, CG18668, CG33186, CG33190, CG33208, DmelCG33208, milch"
CG31465,"CG6670, DmelCG31465"
CG31805,DmelCG31805
jv,"CG32397, DmelCG32397, anon-WO0138581.6"
CG32040,DmelCG32040
Tyler,"CG14208, CG33075, DmelCG14208"
CG30287,"CG10450, DmelCG30287, SP37, SPH37"
CG32026,"BcDNA:GH12815, DmelCG32026, anon-WO0140519.202"
gwl,"1J, CG7719, CG7719-related, CT23435, DmelCG7719, EP0515, Pk91C, Pk?2, anon-WO2004063362.73, scant"
sws,"CG2212, DmelCG2212, olfE"
CG1428,DmelCG1428
yata,"CG1973, DmelCG1973"
Dhc98D,"CG1842, DHC, DmelCG1842"
Moca-cyp,"BEST:LD38313, CG1866, DmelCG1866, anon-WO0147981.13, anon-WO0147981.4, anon-WO0147981.5"
CG4884,DmelCG4884
unc80,"CG18437, DmelCG18437"
CG42534,"CG13980, CG14264, CG6599, DmelCG42534, Dmel_CG13980, Dmel_CG14264, Dmel_CG6599"
CG14260,DmelCG14260
CG5521,"DmelCG5521, EP3527"
Nf1,"CG8318, DmelCG8318, NF-1, dNF1"
